country	num_entries	total	doi	year	query_date
Canada	1	1	doi:10.1186/1478-4505-10-4	2012	2021-04-26
NA	NA	1	doi:10.1038/scibx.2012.676	2012	2021-04-26
NA	NA	1	doi:10.1007/JHEP11(2012)160	2012	2021-04-26
Sweden	1	1	doi:10.1186/1532-429X-14-10	2012	2021-04-26
United States	1	1	doi:10.1186/1471-2105-13-65	2012	2021-04-26
Canada	1	1	doi:10.1186/1471-2466-12-32	2012	2021-04-26
China	1	1	doi:10.1186/1471-2105-13-118	2012	2021-04-26
NA	NA	1	doi:10.1007/s40014-012-0756-1	2012	2021-04-26
Portugal	1	1	doi:10.1007/s00214-012-1307-7	2012	2021-04-26
NA	NA	1	doi:10.1038/scibx.2012.1206	2012	2021-04-26
Pakistan	1	1	doi:10.1186/1556-276X-7-94	2012	2021-04-26
South Korea	1	1	doi:10.1186/1556-276X-7-94	2012	2021-04-26
Netherlands	1	1	doi:10.1186/gm395	2012	2021-04-26
China	1	1	doi:10.1186/1471-2350-13-22	2012	2021-04-26
China	1	1	doi:10.1186/1479-5876-10-64	2012	2021-04-26
China	1	1	doi:10.1186/1471-2105-13-186	2012	2021-04-26
Singapore	1	1	doi:10.1186/1471-2105-13-186	2012	2021-04-26
United States	1	1	doi:10.1186/1471-2105-13-186	2012	2021-04-26
Brazil	1	1	doi:10.1186/1759-8753-3-13	2012	2021-04-26
NA	NA	1	doi:10.1007/s40014-012-1423-2	2012	2021-04-26
United States	1	1	doi:10.1186/1752-1947-6-413	2012	2021-04-26
Ethiopia	1	1	doi:10.1186/1471-2393-12-74	2012	2021-04-26
South Africa	1	1	doi:10.1186/1472-6831-12-18	2012	2021-04-26
France	1	1	doi:10.1186/1758-2946-4-20	2012	2021-04-26
NA	NA	1	doi:10.1038/483512c	2012	2021-04-26
United States	1	1	doi:10.1186/1741-7007-10-6	2012	2021-04-26
United States	1	1	doi:10.1186/ar3917	2012	2021-04-26
NA	NA	1	doi:10.1007/JHEP06(2012)170	2012	2021-04-26
NA	NA	1	doi:10.1038/srep00480	2012	2021-04-26
NA	NA	1	doi:10.1038/nature.2012.11302	2012	2021-04-26
NA	NA	1	doi:10.1007/s40014-012-1419-y	2012	2021-04-26
Iran	1	1	doi:10.1186/1735-2746-9-15	2012	2021-04-26
Japan	1	1	doi:10.1186/1475-2891-11-91	2012	2021-04-26
China	1	1	doi:10.1186/1471-2164-13-353	2012	2021-04-26
Netherlands	1	1	doi:10.1186/1471-2164-13-353	2012	2021-04-26
United States	1	1	doi:10.1186/1471-2164-13-353	2012	2021-04-26
China	1	1	doi:10.1186/1471-2164-13-513	2012	2021-04-26
France	1	1	doi:10.1186/1471-2164-13-513	2012	2021-04-26
NA	NA	1	doi:10.1038/scibx.2012.1217	2012	2021-04-26
South Africa	1	1	doi:10.1007/s11270-012-1395-y	2012	2021-04-26
Sweden	1	1	doi:10.1007/s11270-012-1395-y	2012	2021-04-26
NA	NA	1	doi:10.1007/s40014-012-1129-5	2012	2021-04-26
Germany	1	1	doi:10.1186/ar3880	2012	2021-04-26
United States	1	1	doi:10.1186/1940-0640-7-6	2012	2021-04-26
United States	1	1	doi:10.1038/nature11060	2012	2021-04-26
Nigeria	1	1	doi:10.1186/1753-2000-6-28	2012	2021-04-26
United States	1	1	doi:10.1186/2047-9158-1-11	2012	2021-04-26
Germany	1	1	doi:10.1186/1746-4811-8-35	2012	2021-04-26
China	1	1	doi:10.1186/1475-2859-11-51	2012	2021-04-26
India	1	1	doi:10.1186/2049-1891-3-13	2012	2021-04-26
United States	1	1	doi:10.1186/scrt106	2012	2021-04-26
Germany	1	1	doi:10.1186/2047-1440-1-17	2012	2021-04-26
NA	NA	1	doi:10.1038/scibx.2012.584	2012	2021-04-26
NA	NA	1	doi:10.1140/epja/i2012-12026-5	2012	2021-04-26
France	1	1	doi:10.1186/1471-2164-13-441	2012	2021-04-26
United States	1	1	doi:10.1186/1471-2164-13-441	2012	2021-04-26
NA	NA	1	doi:10.1038/npre.2012.6852.1	2012	2021-04-26
Denmark	1	1	doi:10.1186/1471-2164-13-214	2012	2021-04-26
United States	1	1	doi:10.1186/1471-2164-13-214	2012	2021-04-26
Spain	1	1	doi:10.1186/1687-4722-2012-19	2012	2021-04-26
Taiwan	1	1	doi:10.1186/1423-0127-19-70	2012	2021-04-26
United States	1	1	doi:10.1186/1423-0127-19-70	2012	2021-04-26
China	1	1	doi:10.1007/s00214-012-1280-1	2012	2021-04-26
Norway	1	1	doi:10.1186/1471-2148-12-166	2012	2021-04-26
United States	1	1	doi:10.1186/1471-2148-12-166	2012	2021-04-26
Japan	1	1	doi:10.1186/ar3601	2012	2021-04-26
Sweden	1	1	doi:10.1186/2193-1801-1-11	2012	2021-04-26
United Kingdom	1	1	doi:10.1186/1742-4690-9-48	2012	2021-04-26
United Kingdom	1	1	doi:10.1038/491672a	2012	2021-04-26
Tajikistan	1	1	doi:10.1186/ar3670	2012	2021-04-26
Italy	1	1	doi:10.1186/1479-5876-10-154	2012	2021-04-26
United States	1	1	doi:10.1186/1423-0127-19-84	2012	2021-04-26
State of Palestine	1	1	doi:10.1186/1756-3305-5-183	2012	2021-04-26
United Kingdom	1	1	doi:10.1186/1471-2474-13-265	2012	2021-04-26
United States	1	1	doi:10.1186/1750-0680-7-10	2012	2021-04-26
Australia	1	1	doi:10.1186/1471-244X-12-129	2012	2021-04-26
Norway	1	1	doi:10.1186/1471-244X-12-129	2012	2021-04-26
Germany	1	1	doi:10.1140/epjd/e2012-30014-8	2012	2021-04-26
Sweden	1	1	doi:10.1186/1477-7525-10-44	2012	2021-04-26
United States	1	1	doi:10.1186/1756-0500-5-205	2012	2021-04-26
Canada	1	1	doi:10.1186/1471-2393-12-87	2012	2021-04-26
Egypt	1	1	doi:10.1186/1471-2105-13-S12-A6	2012	2021-04-26
United States	1	1	doi:10.1186/1471-2105-13-S12-A6	2012	2021-04-26
China	1	1	doi:10.1186/1029-242X-2012-170	2012	2021-04-26
Turkey	1	1	doi:10.1186/1029-242X-2012-170	2012	2021-04-26
China	1	1	doi:10.1186/1687-6180-2012-232	2012	2021-04-26
NA	NA	1	doi:10.1038/nature.2012.11922	2012	2021-04-26
United States	1	1	doi:10.1186/1471-2458-12-1041	2012	2021-04-26
Belgium	1	1	doi:10.1140/epjc/s10052-012-2198-4	2012	2021-04-26
Russia	1	1	doi:10.1140/epjc/s10052-012-2198-4	2012	2021-04-26
Spain	1	1	doi:10.1140/epjc/s10052-012-2198-4	2012	2021-04-26
China	1	1	doi:10.1186/2049-1891-3-6	2012	2021-04-26
Japan	1	1	doi:10.1186/1741-7007-10-46	2012	2021-04-26
South Korea	1	1	doi:10.1186/1745-6673-7-7	2012	2021-04-26
Brazil	1	1	doi:10.1186/1471-2261-12-22	2012	2021-04-26
Canada	1	1	doi:10.1186/1471-2474-13-264	2012	2021-04-26
Denmark	1	1	doi:10.1186/1471-2474-13-264	2012	2021-04-26
Sweden	1	1	doi:10.1186/1471-2474-13-264	2012	2021-04-26
Canada	1	1	doi:10.1038/npre.2012.6844.1	2012	2021-04-26
China	1	1	doi:10.1186/1475-2840-11-11	2012	2021-04-26
NA	NA	1	doi:10.1038/491653a	2012	2021-04-26
Iran	1	1	doi:10.1186/1735-2746-9-38	2012	2021-04-26
NA	NA	1	doi:10.1038/491641b	2012	2021-04-26
Japan	1	1	doi:10.1007/s13300-012-0011-x	2012	2021-04-26
Germany	1	1	doi:10.1186/1758-2946-4-13	2012	2021-04-26
Hungary	1	1	doi:10.1186/1746-1596-7-35	2012	2021-04-26
Japan	1	1	doi:10.1186/1687-2770-2012-95	2012	2021-04-26
NA	NA	1	doi:10.1038/485551f	2012	2021-04-26
India	1	1	doi:10.1186/1753-6561-6-S5-P4	2012	2021-04-26
Turkey	1	1	doi:10.1007/s10965-012-0063-7	2012	2021-04-26
NA	NA	1	doi:10.1007/JHEP09(2012)139	2012	2021-04-26
Australia	1	1	doi:10.1186/1471-2474-13-163	2012	2021-04-26
Norway	1	1	doi:10.1186/1471-2474-13-163	2012	2021-04-26
United Kingdom	1	1	doi:10.1186/1471-2318-12-78	2012	2021-04-26
United States	1	1	doi:10.1186/1471-2318-12-78	2012	2021-04-26
United States	1	1	doi:10.1186/1743-0003-9-16	2012	2021-04-26
United Kingdom	1	1	doi:10.1186/ar3797	2012	2021-04-26
Japan	1	1	doi:10.1186/1756-9966-31-100	2012	2021-04-26
Sri Lanka	1	1	doi:10.1186/1756-0500-5-662	2012	2021-04-26
United States	1	1	doi:10.1186/1756-0500-5-662	2012	2021-04-26
NA	NA	1	doi:10.1038/485558a	2012	2021-04-26
NA	NA	1	doi:10.1007/s40014-012-1127-7	2012	2021-04-26
South Korea	1	1	doi:10.1186/1687-6180-2012-252	2012	2021-04-26
Japan	1	1	doi:10.1186/ar3561	2012	2021-04-26
India	1	1	doi:10.1186/1687-4722-2012-7	2012	2021-04-26
NA	NA	1	doi:10.1007/s40014-012-1849-6	2012	2021-04-26
Egypt	1	1	doi:10.1007/s12032-012-0404-8	2012	2021-04-26
Canada	1	1	doi:10.1186/gb-2012-13-9-r81	2012	2021-04-26
United States	1	1	doi:10.1140/epjd/e2011-20623-0	2012	2021-04-26
NA	NA	1	doi:10.1007/s40014-012-1855-8	2012	2021-04-26
United Kingdom	1	1	doi:10.1186/ar3597	2012	2021-04-26
Canada	1	1	doi:10.1186/1471-2474-13-10	2012	2021-04-26
NA	NA	1	doi:10.1007/s40014-012-1133-9	2012	2021-04-26
Finland	1	1	doi:10.1140/epjd/e2012-30061-1	2012	2021-04-26
Finland	1	1	doi:10.1186/gm335	2012	2021-04-26
India	1	1	doi:10.1186/1471-2210-12-1	2012	2021-04-26
China	1	1	doi:10.1186/1687-2770-2012-96	2012	2021-04-26
China	1	1	doi:10.1140/epjc/s10052-012-2204-x	2012	2021-04-26
Japan	1	1	doi:10.1186/ar3668	2012	2021-04-26
Italy	1	1	doi:10.1186/1824-7288-38-74	2012	2021-04-26
India	1	1	doi:10.1186/1687-1812-2012-165	2012	2021-04-26
Jordan	1	1	doi:10.1186/1687-1812-2012-165	2012	2021-04-26
China	1	1	doi:10.1186/1029-242X-2012-189	2012	2021-04-26
Japan	1	1	doi:10.1186/1477-7819-10-231	2012	2021-04-26
Germany	1	1	doi:10.1186/1472-6947-12-78	2012	2021-04-26
Spain	1	1	doi:10.1186/1472-6947-12-78	2012	2021-04-26
NA	NA	1	doi:10.1007/s40014-012-1403-6	2012	2021-04-26
Estonia	1	1	doi:10.1140/epjc/s10052-012-2093-z	2012	2021-04-26
Italy	1	1	doi:10.1140/epjc/s10052-012-2093-z	2012	2021-04-26
NA	NA	1	doi:10.1038/scibx.2012.342	2012	2021-04-26
Saudi Arabia	1	1	doi:10.1186/1687-1812-2012-126	2012	2021-04-26
Serbia	1	1	doi:10.1186/1687-1812-2012-126	2012	2021-04-26
NA	NA	1	doi:10.1038/nj7391-638a	2012	2021-04-26
Poland	1	1	doi:10.1140/epjd/e2011-20648-3	2012	2021-04-26
Netherlands	1	1	doi:10.1186/gm338	2012	2021-04-26
United Kingdom	1	1	doi:10.1186/gm338	2012	2021-04-26
United States	1	1	doi:10.1186/gm338	2012	2021-04-26
Romania	1	1	doi:10.1186/1472-6750-12-35	2012	2021-04-26
Australia	1	1	doi:10.1186/1472-6963-12-291	2012	2021-04-26
Canada	1	1	doi:10.1186/1472-6963-12-291	2012	2021-04-26
Iran	1	1	doi:10.1186/1472-6963-12-291	2012	2021-04-26
South Africa	1	1	doi:10.1186/1472-6963-12-291	2012	2021-04-26
Germany	1	1	doi:10.1186/1556-276X-7-493	2012	2021-04-26
Canada	1	1	doi:10.1186/1472-6963-12-50	2012	2021-04-26
United States	1	1	doi:10.1186/1472-6963-12-50	2012	2021-04-26
Ethiopia	1	1	doi:10.1186/1475-2875-11-138	2012	2021-04-26
Germany	1	1	doi:10.1186/1475-2875-11-138	2012	2021-04-26
Germany	1	1	doi:10.1186/1472-6947-12-S1-S2	2012	2021-04-26
United States	1	1	doi:10.1038/bjc.2011.549	2012	2021-04-26
Germany	1	1	doi:10.1186/1297-9716-43-39	2012	2021-04-26
Canada	1	1	doi:10.1140/epjd/e2011-20537-9	2012	2021-04-26
Germany	1	1	doi:10.1186/1471-2407-12-130	2012	2021-04-26
NA	NA	1	doi:10.1038/nj7404-561a	2012	2021-04-26
NA	NA	1	doi:10.1038/scibx.2012.580	2012	2021-04-26
Germany	1	1	doi:10.1007/s11051-012-1061-8	2012	2021-04-26
United States	1	1	doi:10.1007/s11051-012-1061-8	2012	2021-04-26
Croatia	1	1	doi:10.1186/1752-1947-6-414	2012	2021-04-26
NA	NA	1	doi:10.1038/485551d	2012	2021-04-26
United States	1	1	doi:10.1007/s40120-012-0005-7	2012	2021-04-26
Austria	1	1	doi:10.1186/1478-7547-10-7	2012	2021-04-26
Germany	1	1	doi:10.1186/1478-7547-10-7	2012	2021-04-26
NA	NA	1	doi:10.1038/scibx.2012.1200	2012	2021-04-26
United States	1	1	doi:10.1186/1472-6882-12-240	2012	2021-04-26
China	1	1	doi:10.1007/s11051-012-1383-6	2012	2021-04-26
NA	NA	1	doi:10.1007/s40014-012-0741-8	2012	2021-04-26
Italy	1	1	doi:10.1140/epjb/e2012-21067-6	2012	2021-04-26
NA	NA	1	doi:10.1007/s40014-012-1850-0	2012	2021-04-26
Hungary	1	1	doi:10.1186/1755-8794-5-42	2012	2021-04-26
Netherlands	1	1	doi:10.1186/1471-2377-12-18	2012	2021-04-26
Switzerland	1	1	doi:10.1186/1471-2377-12-18	2012	2021-04-26
China	1	1	doi:10.1186/1471-2458-12-1127	2012	2021-04-26
NA	NA	1	doi:10.1038/483513a	2012	2021-04-26
United Kingdom	1	1	doi:10.1186/1471-2415-12-45	2012	2021-04-26
Japan	1	1	doi:10.1186/ar3663	2012	2021-04-26
Iran	1	1	doi:10.1007/s10965-012-9927-0	2012	2021-04-26
Canada	1	1	doi:10.1186/2046-4053-1-26	2012	2021-04-26
United States	1	1	doi:10.1186/1532-429X-14-68	2012	2021-04-26
Czech Republic	1	1	doi:10.1186/ar3615	2012	2021-04-26
Switzerland	1	1	doi:10.1186/ar3615	2012	2021-04-26
United States	1	1	doi:10.1186/1471-2407-12-624	2012	2021-04-26
China	1	1	doi:10.1186/1471-2164-13-286	2012	2021-04-26
Japan	1	1	doi:10.1186/1746-1596-7-182	2012	2021-04-26
Spain	1	1	doi:10.1186/1472-6947-12-79	2012	2021-04-26
Australia	1	1	doi:10.1186/1471-2164-13-356	2012	2021-04-26
Switzerland	1	1	doi:10.1038/483541b	2012	2021-04-26
Germany	1	1	doi:10.1186/1687-9856-2012-20	2012	2021-04-26
Denmark	1	1	doi:10.1186/1471-2253-12-7	2012	2021-04-26
France	1	1	doi:10.1186/2193-9616-1-8	2013	2021-04-26
Netherlands	1	1	doi:10.1186/1471-2156-14-125	2013	2021-04-26
Hong Kong	1	1	doi:10.1186/2045-3701-3-13	2013	2021-04-26
United States	1	1	doi:10.1186/2045-3701-3-13	2013	2021-04-26
NA	NA	1	doi:10.1038/494416a	2013	2021-04-26
Mozambique	1	1	doi:10.1186/1472-6963-13-S2-S4	2013	2021-04-26
United States	1	1	doi:10.1186/1472-6963-13-S2-S4	2013	2021-04-26
India	1	1	doi:10.1186/1753-6561-7-S5-O3	2013	2021-04-26
China	1	1	doi:10.1007/s10965-013-0223-4	2013	2021-04-26
India	1	1	doi:10.1186/2193-1801-2-194	2013	2021-04-26
Libya	1	1	doi:10.1186/2193-1801-2-194	2013	2021-04-26
	1	1	doi:10.1038/srep02091	2013	2021-04-26
China	1	1	doi:10.1038/srep02091	2013	2021-04-26
NA	NA	1	doi:10.1038/scibx.2013.287	2013	2021-04-26
Australia	1	1	doi:10.1186/1756-3305-6-157	2013	2021-04-26
Philippines	1	1	doi:10.1186/1756-3305-6-157	2013	2021-04-26
	1	1	doi:10.1186/2213-0802-1-5	2013	2021-04-26
Taiwan	1	1	doi:10.1186/2213-0802-1-5	2013	2021-04-26
United States	1	1	doi:10.1186/2213-0802-1-5	2013	2021-04-26
United States	1	1	doi:10.1186/scrt167	2013	2021-04-26
Belgium	1	1	doi:10.1186/1471-2458-13-615	2013	2021-04-26
NA	NA	1	doi:10.1007/JHEP01(2013)188	2013	2021-04-26
Australia	1	1	doi:10.1038/bjc.2013.151	2013	2021-04-26
Italy	1	1	doi:10.1038/bjc.2013.151	2013	2021-04-26
United Kingdom	1	1	doi:10.1038/bjc.2013.151	2013	2021-04-26
Germany	1	1	doi:10.1038/493608b	2013	2021-04-26
United Kingdom	1	1	doi:10.1038/493608b	2013	2021-04-26
NA	NA	1	doi:10.1007/JHEP03(2013)161	2013	2021-04-26
United Kingdom	1	1	doi:10.1186/1745-6215-14-S1-O33	2013	2021-04-26
NA	NA	1	doi:10.1038/scibx.2013.520	2013	2021-04-26
Spain	1	1	doi:10.1186/1746-1596-8-S1-S20	2013	2021-04-26
United Kingdom	1	1	doi:10.1186/1745-6215-14-S1-O27	2013	2021-04-26
NA	NA	1	doi:10.1007/JHEP03(2013)174	2013	2021-04-26
	1	1	doi:10.1038/srep02093	2013	2021-04-26
Japan	1	1	doi:10.1038/srep02093	2013	2021-04-26
Poland	1	1	doi:10.1038/srep02093	2013	2021-04-26
Sweden	1	1	doi:10.1038/srep02093	2013	2021-04-26
United Kingdom	1	1	doi:10.1038/srep02093	2013	2021-04-26
Italy	1	1	doi:10.1186/scrt166	2013	2021-04-26
NA	NA	1	doi:10.1038/494409a	2013	2021-04-26
United States	1	1	doi:10.1038/494430e	2013	2021-04-26
South Africa	1	1	doi:10.1007/s00348-013-1571-x	2013	2021-04-26
Cuba	1	1	doi:10.1186/1742-4933-10-16	2013	2021-04-26
United States	1	1	doi:10.1186/1741-7007-11-100	2013	2021-04-26
NA	NA	1	doi:10.1038/494405a	2013	2021-04-26
NA	NA	1	doi:10.1038/495413a	2013	2021-04-26
France	1	1	doi:10.1186/1746-1596-8-S1-S43	2013	2021-04-26
United Kingdom	1	1	doi:10.1186/gb-2013-14-7-128	2013	2021-04-26
Australia	1	1	doi:10.1186/1471-2164-14-593	2013	2021-04-26
Japan	1	1	doi:10.1186/1471-2164-14-593	2013	2021-04-26
NA	NA	1	doi:10.1007/JHEP04(2013)165	2013	2021-04-26
United States	1	1	doi:10.1038/srep02327	2013	2021-04-26
United States	1	1	doi:10.1186/1742-4690-10-9	2013	2021-04-26
United States	1	1	doi:10.1186/1752-1947-7-289	2013	2021-04-26
NA	NA	1	doi:10.1038/scibx.2013.85	2013	2021-04-26
United States	1	1	doi:10.1186/1479-5876-11-136	2013	2021-04-26
NA	NA	1	doi:10.1038/502604a	2013	2021-04-26
Malaysia	1	1	doi:10.1186/1471-2164-14-431	2013	2021-04-26
United States	1	1	doi:10.1186/1471-2164-14-431	2013	2021-04-26
Cameroon	1	1	doi:10.1186/1475-2875-12-465	2013	2021-04-26
United Kingdom	1	1	doi:10.1186/1745-6215-14-S1-P6	2013	2021-04-26
Canada	1	1	doi:10.1186/1471-2148-13-110	2013	2021-04-26
United Kingdom	1	1	doi:10.1186/1471-2148-13-110	2013	2021-04-26
United States	1	1	doi:10.1186/1471-2148-13-110	2013	2021-04-26
China	1	1	doi:10.1007/s11051-013-1658-6	2013	2021-04-26
NA	NA	1	doi:10.1038/scibx.2013.1186	2013	2021-04-26
NA	NA	1	doi:10.1038/nature.2013.13853	2013	2021-04-26
United Kingdom	1	1	doi:10.1186/1745-6215-14-S1-P11	2013	2021-04-26
United Kingdom	1	1	doi:10.1186/1745-9974-9-27	2013	2021-04-26
United States	1	1	doi:10.1186/1743-422X-10-201	2013	2021-04-26
China	1	1	doi:10.1186/1471-2202-14-132	2013	2021-04-26
Netherlands	1	1	doi:10.1186/1471-2393-13-183	2013	2021-04-26
NA	NA	1	doi:10.1038/495449e	2013	2021-04-26
United States	1	1	doi:10.1186/2192-1709-2-25	2013	2021-04-26
Japan	1	1	doi:10.1186/2193-1801-2-287	2013	2021-04-26
Canada	1	1	doi:10.1186/2049-2618-1-18	2013	2021-04-26
Pakistan	1	1	doi:10.1186/1471-2431-13-44	2013	2021-04-26
Czech Republic	1	1	doi:10.1007/s00445-013-0777-3	2013	2021-04-26
Canada	1	1	doi:10.1186/1472-6963-13-535	2013	2021-04-26
NA	NA	1	doi:10.1038/nature11854	2013	2021-04-26
Australia	1	1	doi:10.1186/1471-2458-13-617	2013	2021-04-26
Laos	1	1	doi:10.1186/1471-2458-13-617	2013	2021-04-26
Thailand	1	1	doi:10.1186/1471-2458-13-617	2013	2021-04-26
	1	1	doi:10.1186/1746-6148-9-190	2013	2021-04-26
United States	1	1	doi:10.1186/1746-6148-9-190	2013	2021-04-26
NA	NA	1	doi:10.1038/scibx.2013.80	2013	2021-04-26
United Kingdom	1	1	doi:10.1186/1741-7015-11-142	2013	2021-04-26
Taiwan	1	1	doi:10.1186/1471-2334-13-194	2013	2021-04-26
Australia	1	1	doi:10.1186/1757-1146-6-S1-O30	2013	2021-04-26
Spain	1	1	doi:10.1007/s12263-013-0372-4	2013	2021-04-26
Finland	1	1	doi:10.1186/1749-799X-8-25	2013	2021-04-26
Sweden	1	1	doi:10.1186/1749-799X-8-25	2013	2021-04-26
United States	1	1	doi:10.1186/1755-8794-6-35	2013	2021-04-26
Japan	1	1	doi:10.1038/srep02554	2013	2021-04-26
United States	1	1	doi:10.1038/nature11975	2013	2021-04-26
NA	NA	1	doi:10.1038/scibx.2013.522	2013	2021-04-26
Iran	1	1	doi:10.1186/2193-1801-2-192	2013	2021-04-26
Canada	1	1	doi:10.1007/s11920-013-0355-6	2013	2021-04-26
China	1	1	doi:10.1186/1423-0127-20-84	2013	2021-04-26
India	1	1	doi:10.1186/2195-5468-1-4	2013	2021-04-26
Czech Republic	1	1	doi:10.1186/1742-9994-10-3	2013	2021-04-26
Germany	1	1	doi:10.1186/1742-9994-10-3	2013	2021-04-26
United Kingdom	1	1	doi:10.1186/1745-6215-14-S1-P78	2013	2021-04-26
NA	NA	1	doi:10.1038/502597b	2013	2021-04-26
NA	NA	1	doi:10.1038/scibx.2013.98	2013	2021-04-26
Germany	1	1	doi:10.1007/s11051-013-1957-y	2013	2021-04-26
Netherlands	1	1	doi:10.1007/s11051-013-1957-y	2013	2021-04-26
United Kingdom	1	1	doi:10.1186/1756-0500-6-344	2013	2021-04-26
United States	1	1	doi:10.1186/1756-0500-6-344	2013	2021-04-26
Zambia	1	1	doi:10.1186/1756-0500-6-344	2013	2021-04-26
Germany	1	1	doi:10.1186/1297-9686-45-29	2013	2021-04-26
Germany	1	1	doi:10.1186/2191-0855-3-51	2013	2021-04-26
Italy	1	1	doi:10.1186/1746-1596-8-S1-S17	2013	2021-04-26
United States	1	1	doi:10.1007/s11910-013-0368-x	2013	2021-04-26
United States	1	1	doi:10.1038/ncomms2802	2013	2021-04-26
China	1	1	doi:10.1186/1471-2180-13-72	2013	2021-04-26
United States	1	1	doi:10.1186/1471-2180-13-72	2013	2021-04-26
Germany	1	1	doi:10.1038/ncomms2790	2013	2021-04-26
United Kingdom	1	1	doi:10.1038/ncomms2790	2013	2021-04-26
NA	NA	1	doi:10.1007/JHEP05(2013)167	2013	2021-04-26
United States	1	1	doi:10.1186/1742-2094-10-98	2013	2021-04-26
Spain	1	1	doi:10.1186/1746-1596-8-S1-S24	2013	2021-04-26
Nigeria	1	1	doi:10.1186/1742-6405-10-14	2013	2021-04-26
United States	1	1	doi:10.1186/1742-6405-10-14	2013	2021-04-26
China	1	1	doi:10.1038/srep02313	2013	2021-04-26
India	1	1	doi:10.1186/1753-6561-7-S5-O4	2013	2021-04-26
Poland	1	1	doi:10.1140/epje/i2013-13031-2	2013	2021-04-26
Finland	1	1	doi:10.1186/1746-1596-8-S1-S30	2013	2021-04-26
Sweden	1	1	doi:10.1186/1746-1596-8-S1-S30	2013	2021-04-26
Australia	1	1	doi:10.1186/1752-1947-7-277	2013	2021-04-26
NA	NA	1	doi:10.1038/495413e	2013	2021-04-26
Germany	1	1	doi:10.1007/s00395-013-0367-8	2013	2021-04-26
United States	1	1	doi:10.1038/bjc.2013.145	2013	2021-04-26
NA	NA	1	doi:10.1038/502594a	2013	2021-04-26
Australia	1	1	doi:10.1186/1757-1146-6-S1-O25	2013	2021-04-26
Nigeria	1	1	doi:10.1186/1752-1947-7-143	2013	2021-04-26
Australia	1	1	doi:10.1186/1757-1146-6-S1-O24	2013	2021-04-26
Switzerland	1	1	doi:10.1038/srep02806	2013	2021-04-26
United States	1	1	doi:10.1038/srep02806	2013	2021-04-26
China	1	1	doi:10.1186/1471-2164-14-289	2013	2021-04-26
NA	NA	1	doi:10.1038/495417a	2013	2021-04-26
NA	NA	1	doi:10.1038/scibx.2013.97	2013	2021-04-26
NA	NA	1	doi:10.1007/JHEP06(2013)109	2013	2021-04-26
Finland	1	1	doi:10.1186/1746-1596-8-S1-S25	2013	2021-04-26
Poland	1	1	doi:10.1186/1746-1596-8-S1-S25	2013	2021-04-26
Italy	1	1	doi:10.1557/opl.2013.329	2013	2021-04-26
United Kingdom	1	1	doi:10.1186/1471-2318-13-20	2013	2021-04-26
China	1	1	doi:10.1186/1687-2770-2013-212	2013	2021-04-26
Italy	1	1	doi:10.1186/1471-2350-14-65	2013	2021-04-26
United Kingdom	1	1	doi:10.1186/1471-2350-14-65	2013	2021-04-26
India	1	1	doi:10.1140/epjc/s10052-013-2477-8	2013	2021-04-26
NA	NA	1	doi:10.1038/scibx.2013.286	2013	2021-04-26
Spain	1	1	doi:10.1186/1687-6180-2013-115	2013	2021-04-26
United States	1	1	doi:10.1186/1471-2229-13-72	2013	2021-04-26
Portugal	1	1	doi:10.1186/1465-9921-14-38	2013	2021-04-26
NA	NA	1	doi:10.1007/s40014-012-1936-8	2013	2021-04-26
India	1	1	doi:10.1186/2093-3371-4-23	2013	2021-04-26
Taiwan	1	1	doi:10.1186/1810-522X-52-24	2013	2021-04-26
Italy	1	1	doi:10.1186/1752-1947-7-293	2013	2021-04-26
NA	NA	1	doi:10.1038/495419a	2013	2021-04-26
Bangladesh	1	1	doi:10.1186/1687-1499-2013-293	2013	2021-04-26
South Korea	1	1	doi:10.1186/1687-1499-2013-293	2013	2021-04-26
China	1	1	doi:10.1007/s11051-013-1796-x	2013	2021-04-26
Belgium	1	1	doi:10.1186/1878-5085-4-11	2013	2021-04-26
Germany	1	1	doi:10.1186/1878-5085-4-11	2013	2021-04-26
France	1	1	doi:10.1186/1868-7083-5-9	2013	2021-04-26
NA	NA	1	doi:10.1007/JHEP07(2013)186	2013	2021-04-26
Egypt	1	1	doi:10.1186/1750-9378-8-24	2013	2021-04-26
United States	1	1	doi:10.1186/ar4138	2013	2021-04-26
NA	NA	1	doi:10.1038/502595a	2013	2021-04-26
United Kingdom	1	1	doi:10.1186/1745-6215-14-S1-O81	2013	2021-04-26
United States	1	1	doi:10.1186/1745-6215-14-S1-O81	2013	2021-04-26
Japan	1	1	doi:10.1186/1746-1596-8-S1-S4	2013	2021-04-26
China	1	1	doi:10.1007/s11051-013-1598-1	2013	2021-04-26
United States	1	1	doi:10.1038/nature11974	2013	2021-04-26
Greece	1	1	doi:10.1186/2193-7532-1-17	2013	2021-04-26
Norway	1	1	doi:10.1186/2193-7532-1-17	2013	2021-04-26
South Korea	1	1	doi:10.1186/2193-7532-1-17	2013	2021-04-26
United States	1	1	doi:10.1186/2193-7532-1-17	2013	2021-04-26
Finland	1	1	doi:10.1186/2193-9020-2-14	2013	2021-04-26
Germany	1	1	doi:10.1186/2193-9020-2-14	2013	2021-04-26
Germany	1	1	doi:10.1007/s10965-013-0124-6	2013	2021-04-26
Jordan	1	1	doi:10.1007/s10965-013-0124-6	2013	2021-04-26
